bo,title,genres,budjet,year,rating,peoplesID,mid,date
35792,Ajami,"Crime,Drama",0,2009,3507|7|0000012211,|10914|14099|48325|10914|81896|89191|100605|100622|124455|141949|142234|146832|166973||194039|199767|220628|236171|10914|19709|25595|26189|30306|31812|32416|14099|34224|10914|14099|3771,6250,2010/2/7
7517,"Milwaukee, Minnesota",Drama,0,2003,557|6|0000112101,9937|41973|57813|72404|83587|90916|100359|135209|148541|4502|6250|188776|204972|211444|217244|235560|17503|23197|23198|25491|25613|26128|28609|29523|13094|1405,2920,2005/6/5
11125,Irina Palm,Drama,4500000,2007,5051|7.1|0000013210,9160|39000|40619|45594|46888|54156|67984|103682|114235|127095|133349|137235|143081|146159|150555|163157|164300|5|169165|171631|176982|186218|187434|192829|195511|195861|215494|218920|221724|227988|233872|15184|15246|16298|20050|20854|25595|35990|36625|38361|38510|11580|225,5363,2008/3/30
20187,Rosetta,Drama,0,1999,5329|7.4|0000012211,9243|11035|11036|55065|71833|86057|86872|114419|114715|119864|125635|126742|140203|157169|159806|4463|171655|184173|185235|203751|219905|229544|236166|11035|11036|31922|31923|38510|11035|11036|2141,2043,1999/11/7
36061,La finestra di fronte,"Drama,Romance",0,2003,6745|7.3|0000012211,8159|13423|32775|49190|56308|64097|69954|85372|87238|96910|115465|126046|133460|140161|145879|155225|155261|159841|5151|170269|174959|176620|178122|183352|183366|188757|190059|190317|193293|200055|205656|210362|218901|232340|236192|19244|32775|13423|687,3623,2004/6/20
34216088,Ransom,"Crime,Thriller",80000000,1996,68340|6.6|0000023100,9493|40756|40786|41547|42413|46005|48601|48947|49233|49263|52859|53226|57355|58118|58253|59513|59561|62299|67726|72687|73698|73909|74178|76993|77873|78527|79836|81872|83840|84111|84150|84375|11630|88578|23542|90214|91053|91236|92113|94039|95112|100152|100476|101662|103580|103683|27570|41444|111841|112593|113153|117143|122363|126420|127595|127686|30782|128804|130289|134027|42413|136852|138654|139832|14029|147103|34606|149121|153925|157045|158473|158671|161048|163369|164543|165672|167649|168580|5348|173239|179655|193905|196603|196825|198306|205830|207532|214524|218010|218461|219734|33134|224138|226586|43362|230199|234574|23046|23464|23542|29193|31697|33072|33750|36754|12059|3249,668,1996/11/10
8774520,Seed of Chucky,"Comedy,Horror,Thriller",12000000,2004,17634|4.9|0001111000,9278|12832|56516|62417|74452|76679|80406|8340|84584|88224|90207|91033|27823|115968|122523|5|140960|142527|14739|163258|4711|170700|178334|179054|184684|195505|212602|212842|223192|225711|226993|227848|230255|26127|27823|29833|31151|34436|12832|1925,4062,2004/11/14
6193,Jane's Journey,"Biography,Documentary",0,2010,157|6.5|0000011102,|12444|45107|47221|17536|66096|114059|126242|132100|132101|145883|159103|3564|159104|159105|163747|5288|6288|191719|193765|12248|204656|233647|15762|21044|23488|33564|33941|35488|36338|38020|12444|1881,6933,2011/9/18
21120,The Woman Chaser,Comedy,1200000,1999,413|6.9|0000001212,9038|11147|43782|45907|51247|52493|59895|71645|71877|74944|75632|77248|21859|87262|88596|89370|90077|90134|95239|98783|101700|102757|113697|116433|117008|122518|122730|125755|131746|137719|139438|142330|147446|147545|159181|160312|161827|167212|5881|173430|180510|182000|193266|198593|203417|207280|211067|213604|220739|235355|21859|23110|23475|25416|29016|37396|11147|2363,2220,2000/7/23
56217700,Snow White and the Huntsman,"Action,Adventure,Drama,Fantasy",170000000,2012,133852|6.2|0000122100,7668|38621|39622|11851|45955|47240|48540|48547|52676|53290|54378|62160|64937|68877|79156|81482|40136|83618|85541|90940|91697|92400|93301|94762|24532|95655|96080|96093|97375|99843|99975|102601|108654|108726|109642|109923|113042|113483|114050|114965|117080|118567|118643|121971|123509|127729|128163|128789|132151|133572|137045|137081|139284|145084|150261|150561|152468|157588|159922|162051|165215|165264|165532|5361|170165|178625|180618|5|189828|191958|195728|209880|211333|213645|215355|221828|227841|227926|35976|233275|17029|17139|17302|23880|29166|31105|13859|13952|1133,7732,2012/6/3
30138758,The X Files,"Mystery,Sci-Fi,Thriller",66000000,1998,58372|6.8|0000012101,9702|10732|35075|49261|49985|51847|51987|54342|56848|57652|60086|70598|70793|72189|11234|79105|82735|23160|88295|89428|89729|91338|98656|99083|100217|103663|105390|26810|28943|123317|123677|125455|125601|127561|127565|130028|132888|136274|137967|138546|141498|143013|149241|151925|156479|157197|157811|158016|163082|164125|164420|165905|167813|7019|170138|182780|186888|194853|212066|15724|10732|20149|33149|13916|10506|2971,1270,1998/6/21
8508290,Going the Distance,"Comedy,Romance",32000000,2010,34302|6.3|0000122100,9769|41251|46795|47422|51739|52593|10418|55313|56020|60834|68880|70473|70866|77533|80050|82700|89903|91028|91393|91927|93172|93183|95340|96315|97617|103554|105741|108552|108928|27662|111125|111434|125874|129370|135292|138382|144462|145722|147433|152635|154212|166215|4591|170551|10292|176169|176835|177087|183058|184454|189118|189769|189907|190344|190475|191886|193399|196000|196634|198020|201304|201432|206708|209394|209827|210377|210768|211004|211808|212077|212124|216788|42501|219678|221149|221603|221607|223523|223986|224267|17394|20311|22431|23019|30249|14101|10641|3317,6922,2010/9/5
190217,The Leopard Son,Documentary,0,1996,133|7.2|0...022211,|42144|84884|4511||17459|19332|25454|36632|3564|3564|23|3564,611,1996/9/29
4417,Jeanne et le gar?on formidable,"Drama,Musical,Romance",0,1998,538|6.5|0000012100,7971|11232|12891|47663|55518|55583|57274|69845|71914|72197|73670|81415|86682|114061|122308|125741|42053|133422|134793|135926|136378|140853|140854|143324|143624|145299|148310|152883|154198|6130|171952|175051|175155|178226|7971|191469|192998|192999|202642|202932|203799|210795|212840|216395|230230|15788|20611|38328|11232|12891|2706,1301,1999/4/18
144633,Terri,"Comedy,Drama",0,2011,6743|6.5|0000122100,5|39727|12148|57049|82160|11923|94358|95455|115688|131247|131553|131893|134352|42560|142817|147522|156978|166418|167582|5314|168817|181887|190527|196357|199822|209208|219762|222788|228028|16877|17494|17495|20244|20432|21328|21833|23032|24574|25300|26913|27398|30389|30763|30977|31211|31764|35355|12148|765,7660,2011/7/10
36295,Cocaine Cowboys,"Crime,Documentary",0,2006,6280|7.9|0000001312,||47001|48962|59584|62050|70669|72984|123549|129656|139027|148179|35017|152899|5197|174561|176745|196899|211618|219870|220620|221572|10916|19557|20015|35017|10916|3003,3960,2006/10/29
1317,Home of Phobia,"Comedy,Romance",0,2004,938|4.7|1000110002,9686|14146|44196|50768|52195|76106|77587|86430|96087|99178|111882|115278|118133|29716|123469|125906|128739|142495|5|175278|185267|185449|185714|187724|188693|201106|201330|201539|207556|208268|216562|225093|226647|231392|235166|15464|23552|29173|30167|31171|31354|32369|32479|32873|33549|37807|14146|3601,3964,2007/9/2
53356,In the Land of Blood and Honey,"Drama,Romance,War",10000000,2011,27547|4.4|6000000002,7786|12248|49912|52867|57104|60197|65283|68767|73576|73577|73579|80664|87411|89525|89620|98474|98476|98770|100640|105031|109185|111886|123342|133100|134799|136414|141443|142785|142786|143177|145621|147480|152496|156151|158260|160093|168246|168574|7499|173651|190524|191350|199192|207595|212475|215960|217716|228834|229693|19369|22784|23915|12248|26053|29660|36819|12248|3124,7698,2012/1/1
25912,For Better or Worse,"Action,Comedy,Drama",0,1995,336|4.7|0011111000,9632|13266|44722|10070|46575|67532|87300|24135|109203|109657|114300|121352|127356|128786|31273|13722|156215|156726|37957|166252|5077|170894|182661|182982|187812|204401|210173|222768|230341|234057|22843|13266|32973|10070|1717,544,1995/3/19
46469,Crush,"Comedy,Drama,Romance,Short",0,2001,2629|5.7|0000121100,8827|9754|12978|42690|14120|52656|53754|55662|17219|59222|65900|71387|74364|85392|90080|98262|125827|130630|131908|134114|137476|139024|139025|6817|159528|160550|161349|4535|5270|6817|7279|173434|177684|178087|179119|180063|181174|191485|196100|197126|199009|204307|28041|213840|216592|220535|227255|227472|228035|230140|17219|18518|19848|20596|23722|24339|24715|28483|29734|14120|35264|36016|37282|12978|14120|14941|377|2121|3528,2450,2002/4/7
30820,Kadosh,Drama,0,1999,1244|6.8|0000012200,8139|38535|11655|44323|60378|11655|91505|96115|104065|4784|6860|168764|172134|185193|199413|201590|210392|18748|21911|11655|31861|35994|11655|272,1967,2000/2/20
1434,Terror Firmer,"Comedy,Horror,Thriller",500000,1999,3055|5.9|0000011102,8561|39176|18294|11794|12343|44532|45295|45590|47284|49191|49324|57616|57727|58523|58784|58839|59108|59220|59551|60232|62111|62272|18294|65767|67072|67419|67590|68183|69142|69817|70413|70442|71853|72384|72861|75761|75882|76206|77178|77341|79822|79925|80360|5|1097|81618|21897|83890|89148|89313|89964|23591|90616|90823|90825|24219|94059|95449|98149|98691|99445|99669|100061|12343|25770|103652|104368|106176|106907|107589|109468|110829|112364|112856|113204|113659|113690|113693|115450|117726|117746|117752|117804|118473|119563|119750|124453|125446|126402|126451|127081|13463|131096|132773|132838|133028|133226|135599|137343|140439|140451|13857|32963|141166|141171|141233|141234|141819|142470|142760|143912|146279|147368|147520|148579|9670|150152|151007|151544|151557|35402|154832|155268|157559|161165|161166|162905|163377|164186|165453|167880|6197|169000|169639|170177|172384|173085|173759|175429|175642|176046|176571|179590|179824|180569|180887|181430|181947|185862|186843|187842|188309|190546|191413|192536|192757|8561|199943|199947|199948|200446|25875|201600|201936|202430|203099|203323|5|206976|207235|209214|209559|210357|210485|210504|210766|211052|211978|213121|215054|216157|216776|217826|220916|32634|221525|224019|34247|225493|226015|227043|227106|227795|228966|231007|233901|234098|16687|18294|19305|21698|24142|24219|12343|25770|33691|35097|36658|36659|12343|1097,1789,1999/10/31
71821,The Business of Strangers,"Drama,Thriller",0,2001,3022|6.3|0000122100,9881|9907|14333|72695|80179|84700|89795|111942|163005|5741|179170|219548|227893|229708|21630|12960|30143|14163|35435|36392|14333|2131,2731,2001/12/9
44370,Little Chenier,Drama,1800000,2006,467|6.5|0000001112,8490|8758|10187|25247|50620|52208|55815|19035|70446|72544|75151|82052|87178|88559|88607|95962|25247|104581|105344|108201|108728|113085|113776|114320|117563|117811|123424|138221|143540|143916|149172|157424|158630|158637|160318|163072|6492|175775|175798|185319|190557|194897|196048|200583|209229|214427|214770|220413|33578|229385|230975|234763|10187|16949|17177|17267|19035|20097|21436|25223|25247|28245|33578|36167|36295|36597|37461|5|10187|1810,5347,2008/1/20
200815,Trois,"Romance,Thriller",200000,2000,432|3.4|1011000001,8423|11871|30879|42397|43639|46794|47288|49884|52330|53968|59958|60641|74450|77993|11871|94482|96075|99130|99793|118383|127830|30879|139477|140999|149260|164455|164926|5165|170973|174256|183973|187913|191189|195234|197070|197685|208991|210888|29653|215800|219617|5|227775|229684|233642|235041|15458|22852|22853|23036|29653|30879|11871|2307,2210,2000/2/13
5000,Multiplex,Comedy,40000,2005,,|12927|45758|45797|185|51378|55359|57906|59220|60648|64730|79354|79357|102505|107322|110271|114582|114583|12927|116367|123287|123737|131129|132310|141607|147451|36253|158783|158785|167088|168445|5069|6993|171411|177822|180065|183916|183917|187987|191539|217018|221262|223983|231162|185|12927|6993|36253|12927|185,7037,2005/6/27
72831,Chuck & Buck,"Comedy,Drama",250000,2000,3868|6.4|0000012110,9056|14802|58209|58780|613|75126|84209|84882|24470|96186|40771|103200|112600|6011|121943|128057|130115|13511|134893|142845|155325|155421|14776|14777|14802|164198|164929|38148|5346|6011|7369|172074|175695|176584|19065|187067|191869|204767|208847|212658|215124|221179|222135|225682|230047|36422|234612|17616|19065|19248|21023|23117|25072|26206|26649|33104|33827|36805|38337|38473|10180|613,2047,2000/7/16
543000,Single Action,"Action,Drama",11000,1998,51|3.5|2200000000,|11564|44431|59741|60186|62313|18473|68708|78410|11564|83476|88834|98907|5|121767|139713|139714|140100|142494|159360|159667|5071|189213|218428|220712|226843|231684|18473|11051|19872|11564|27000|2571|32570|11564|2571,1843,1998/9/1
2862,Weirdsville,"Comedy,Crime,Drama",0,2007,3322|6.3|0000112101,8648|43725|52823|53610|58711|59760|73336|81990|85221|97601|118521|130296|134351|136546|136870|147602|150262|166366|6738|178685|204273|207267|15945|22898|33115|33218|35363|35697|38442|13189|3394,5353,2007/10/7
86927385,Valentine's Day,"Comedy,Romance,Short",52000000,2010,59798|5.7|0000121000,8610|11177|40147|41131|43046|44525|45591|48025|51216|52381|53605|59900|19176|67010|68660|69484|69878|71442|71651|20079|11177|74808|75707|76807|80636|21738|83626|86051|86054|22973|87594|88162|92263|95302|97540|98519|100183|100432|101395|102991|104300|26634|107646|27776|114300|114934|12876|115062|12880|116764|116967|119332|120353|121541|124330|124461|125304|129067|135044|137544|5|139207|141817|142407|142631|145047|145547|149050|149897|152069|154814|155187|160598|160599|161298|164620|164979|167669|4644|168698|168811|168828|169350|170042|170721|170814|172648|174094|174335|176237|176576|179293|182287|182978|183497|185833|186862|187344|22208|22495|191649|193505|194553|194585|196493|198637|199717|200425|200662|200810|200992|202260|202749|202903|26936|203961|204863|206430|206528|207787|207797|207826|208413|209803|209966|210693|212166|213052|215310|216419|216917|217139|217377|218132|218687|219026|219157|219833|220015|220963|32568|221655|222012|223523|225090|226227|227148|227152|228076|228548|228772|229469|231673|231735|232595|233553|234355|235060|235252|235331|17606|20311|11177|20937|23514|24415|25625|25712|31607|32390|32830|11177|12876|2313,5598,2010/2/21
21607203,When a Stranger Calls,"Horror,Thriller",15000000,2006,25018|4.8|1001111000,8125|43640|44897|54980|72244|75995|80285|84403|11763|92587|94468|110410|149170|152947|162402|167195|4716|173219|176696|178363|178620|192206|194547|195065|205401|208932|230069|234184|19478|19796|22666|27222|14788|2260,4865,2006/2/5
14367,Magic Trip,Documentary,0,2011,680|6.2|0000012101,|11330|11628|41035|49136|49137|39311|70251|83360|85264|87252|41030|41035|105459|106815|108146|109238|118033|14562|161249|162851|5539|177150|178531|228524|16435|16889|18806|11628|25214|25282|37624|11330|11628|,6707,2011/8/7
6859495,Street Fighter,"Action,Sci-Fi,Thriller",35000000,1994,37666|3.5|1111100000,8723|11082|58713|58985|59690|60525|10779|66036|67536|67627|68430|69079|70875|71307|87482|97279|100393|100869|101746|105639|113901|114136|114975|121474|126996|31808|135808|140449|143314|143712|145752|149850|151269|152486|153278|154356|36399|157825|158547|14603|159322|160925|6637|16074|184621|199626|203139|203631|210945|233374|234092|235493|15181|16074|23680|24222|24794|30464|31808|33271|36399|38458|11082|1124,356,1994/12/23
1010596,Crazy in Alabama,"Comedy,Drama",15000000,1999,4653|5.9|0000122100,8962|39397|46477|47398|15570|51649|52436|53547|54342|39128|58643|61976|62078|65091|66724|68028|71972|75783|77181|79365|80337|81345|90427|91705|94179|97083|99390|103650|12439|107988|107989|107990|108292|108846|110908|111531|112104|115739|116511|116907|28822|5|120359|122821|128734|141056|144113|150243|150280|151211|151368|155375|161024|167364|7019|169010|171969|174841|179208|186986|188455|192626|192632|192951|194374|198589|212029|216962|224166|229283|229815|235348|235755|236832|20699|11695|24221|24873|35929|10255|2078,1494,1999/10/24
13471488,The Brave One,"Crime,Drama,Thriller",70000000,2007,39244|6.8|0000013100,9769|41937|43349|43364|44362|47052|52933|53471|53728|55961|59208|61031|62048|64762|39470|69016|69471|71878|72377|73832|11415|81158|83536|84448|85021|87737|95279|24568|97528|97905|99237|101591|112704|113184|114114|116952|118463|118992|119101|124476|125426|129874|131331|132454|138255|141367|141616|143349|148021|148873|150810|152576|154176|156226|159732|159780|163564|164589|5965|168958|168960|172732|184025|186484|187039|187952|11484|190400|190555|190908|196201|199223|201058|202024|205886|210128|213679|215034|221814|226128|227538|229267|231630|231677|234988|15768|16628|20499|11484|22058|22108|22703|34483|12268|2947,5105,2007/9/16
4042,Oy Vey! My Son Is Gay!!,Comedy,0,2010,147|3.1|2000000004,7948|10040|22689|23325|44563|52791|53072|53577|59882|72050|79763|82041|103442|108395|112621|118369|118773|122628|127499|127720|130542|139634|141167|143890|144759|153318|43594|161009|167257|4868|5127|15545|176916|186546|191849|193830|195118|200061|205809|207081|211061|225568|10040|15545|18064|18621|10945|20324|21791|22944|23325|25029|26390|28237|31063|34343|35944|38362|10040|1293,6650,2010/12/24
